Record Index,Status,JumpTo,Cycle,Step,Cur(mA),Voltage(V),CapaCity(mAh),Energy(mWh),Relative Time(h:min:s.ms),Absolute Time
5651,CCCV_Chg,5,2,5,900.600,3.9834,1261.064,4798.206,1:23:59.000,11/15/2019 21:12:22
5652,CCCV_Chg,5,2,5,900.600,3.9834,1261.314,4799.203,1:24:00.000,11/15/2019 21:12:23
5653,CCCV_Chg,5,2,5,900.600,3.9837,1261.565,4800.200,1:24:01.000,11/15/2019 21:12:24
5654,CCCV_Chg,5,2,5,900.600,3.9837,1261.815,4801.196,1:24:02.000,11/15/2019 21:12:25
5655,CCCV_Chg,5,2,5,900.600,3.9837,1262.065,4802.193,1:24:03.000,11/15/2019 21:12:26
5656,CCCV_Chg,5,2,5,900.600,3.9837,1262.316,4803.189,1:24:04.000,11/15/2019 21:12:27
5657,CCCV_Chg,5,2,5,900.600,3.9840,1262.566,4804.186,1:24:05.000,11/15/2019 21:12:28
5658,CCCV_Chg,5,2,5,900.600,3.9840,1262.816,4805.182,1:24:06.000,11/15/2019 21:12:29
5659,CCCV_Chg,5,2,5,900.600,3.9840,1263.067,4806.179,1:24:07.000,11/15/2019 21:12:30
5660,CCCV_Chg,5,2,5,900.600,3.9840,1263.317,4807.176,1:24:08.000,11/15/2019 21:12:31
5661,CCCV_Chg,5,2,5,900.600,3.9843,1263.568,4808.172,1:24:09.000,11/15/2019 21:12:32
5662,CCCV_Chg,5,2,5,900.600,3.9843,1263.818,4809.169,1:24:10.000,11/15/2019 21:12:33
5663,CCCV_Chg,5,2,5,900.600,3.9843,1264.068,4810.165,1:24:11.000,11/15/2019 21:12:34
5664,CCCV_Chg,5,2,5,900.600,3.9843,1264.318,4811.162,1:24:12.000,11/15/2019 21:12:35
5665,CCCV_Chg,5,2,5,900.600,3.9843,1264.569,4812.159,1:24:13.000,11/15/2019 21:12:36
5666,CCCV_Chg,5,2,5,900.600,3.9846,1264.819,4813.156,1:24:14.000,11/15/2019 21:12:37
5667,CCCV_Chg,5,2,5,900.600,3.9846,1265.069,4814.152,1:24:15.000,11/15/2019 21:12:38
5668,CCCV_Chg,5,2,5,900.600,3.9846,1265.320,4815.148,1:24:16.000,11/15/2019 21:12:39
5669,CCCV_Chg,5,2,5,900.600,3.9846,1265.570,4816.145,1:24:17.000,11/15/2019 21:12:40
5670,CCCV_Chg,5,2,5,900.600,3.9849,1265.820,4817.141,1:24:18.000,11/15/2019 21:12:41
5671,CCCV_Chg,5,2,5,900.600,3.9849,1266.071,4818.138,1:24:19.000,11/15/2019 21:12:42
5672,CCCV_Chg,5,2,5,900.600,3.9849,1266.321,4819.134,1:24:20.000,11/15/2019 21:12:43
5673,CCCV_Chg,5,2,5,900.600,3.9849,1266.572,4820.131,1:24:21.000,11/15/2019 21:12:44
5674,CCCV_Chg,5,2,5,900.600,3.9853,1266.822,4821.128,1:24:22.000,11/15/2019 21:12:45
5675,CCCV_Chg,5,2,5,900.600,3.9853,1267.072,4822.124,1:24:23.000,11/15/2019 21:12:46
5676,CCCV_Chg,5,2,5,900.600,3.9853,1267.323,4823.121,1:24:24.000,11/15/2019 21:12:47
5677,CCCV_Chg,5,2,5,900.600,3.9853,1267.573,4824.118,1:24:25.000,11/15/2019 21:12:48
5678,CCCV_Chg,5,2,5,900.600,3.9856,1267.823,4825.115,1:24:26.000,11/15/2019 21:12:49
5679,CCCV_Chg,5,2,5,900.600,3.9856,1268.074,4826.111,1:24:27.000,11/15/2019 21:12:50
5680,CCCV_Chg,5,2,5,900.600,3.9856,1268.324,4827.107,1:24:28.000,11/15/2019 21:12:51
5681,CCCV_Chg,5,2,5,900.600,3.9856,1268.574,4828.104,1:24:29.000,11/15/2019 21:12:52
5682,CCCV_Chg,5,2,5,900.600,3.9856,1268.825,4829.100,1:24:30.000,11/15/2019 21:12:53
5683,CCCV_Chg,5,2,5,900.600,3.9859,1269.075,4830.097,1:24:31.000,11/15/2019 21:12:54
5684,CCCV_Chg,5,2,5,900.600,3.9859,1269.325,4831.094,1:24:32.000,11/15/2019 21:12:55
5685,CCCV_Chg,5,2,5,900.600,3.9859,1269.576,4832.091,1:24:33.000,11/15/2019 21:12:56
5686,CCCV_Chg,5,2,5,900.600,3.9859,1269.826,4833.087,1:24:34.000,11/15/2019 21:12:57
5687,CCCV_Chg,5,2,5,900.600,3.9862,1270.076,4834.084,1:24:35.000,11/15/2019 21:12:58
5688,CCCV_Chg,5,2,5,900.600,3.9862,1270.327,4835.080,1:24:36.000,11/15/2019 21:12:59
5689,CCCV_Chg,5,2,5,900.600,3.9862,1270.577,4836.076,1:24:37.000,11/15/2019 21:13:00
5690,CCCV_Chg,5,2,5,900.600,3.9862,1270.827,4837.073,1:24:38.000,11/15/2019 21:13:01
5691,CCCV_Chg,5,2,5,900.600,3.9868,1271.078,4838.069,1:24:39.000,11/15/2019 21:13:02
5692,CCCV_Chg,5,2,5,900.600,3.9868,1271.328,4839.066,1:24:40.000,11/15/2019 21:13:03
5693,CCCV_Chg,5,2,5,900.600,3.9868,1271.578,4840.063,1:24:41.000,11/15/2019 21:13:04
5694,CCCV_Chg,5,2,5,900.600,3.9868,1271.829,4841.060,1:24:42.000,11/15/2019 21:13:05
5695,CCCV_Chg,5,2,5,900.600,3.9871,1272.079,4842.056,1:24:43.000,11/15/2019 21:13:06
5696,CCCV_Chg,5,2,5,900.600,3.9871,1272.329,4843.053,1:24:44.000,11/15/2019 21:13:07
5697,CCCV_Chg,5,2,5,900.600,3.9871,1272.580,4844.049,1:24:45.000,11/15/2019 21:13:08
5698,CCCV_Chg,5,2,5,900.600,3.9871,1272.830,4845.046,1:24:46.000,11/15/2019 21:13:09
5699,CCCV_Chg,5,2,5,900.600,3.9871,1273.080,4846.043,1:24:47.000,11/15/2019 21:13:10
5700,CCCV_Chg,5,2,5,900.600,3.9874,1273.331,4847.040,1:24:48.000,11/15/2019 21:13:11
5701,CCCV_Chg,5,2,5,900.600,3.9874,1273.581,4848.036,1:24:49.000,11/15/2019 21:13:12
5702,CCCV_Chg,5,2,5,900.600,3.9874,1273.831,4849.033,1:24:50.000,11/15/2019 21:13:13
5703,CCCV_Chg,5,2,5,900.600,3.9874,1274.082,4850.029,1:24:51.000,11/15/2019 21:13:14
5704,CCCV_Chg,5,2,5,900.600,3.9877,1274.332,4851.026,1:24:52.000,11/15/2019 21:13:15
5705,CCCV_Chg,5,2,5,900.600,3.9877,1274.582,4852.022,1:24:53.000,11/15/2019 21:13:16
5706,CCCV_Chg,5,2,5,900.600,3.9877,1274.833,4853.019,1:24:54.000,11/15/2019 21:13:17
5707,CCCV_Chg,5,2,5,900.600,3.9877,1275.083,4854.016,1:24:55.000,11/15/2019 21:13:18
5708,CCCV_Chg,5,2,5,900.600,3.9877,1275.333,4855.012,1:24:56.000,11/15/2019 21:13:19
5709,CCCV_Chg,5,2,5,900.600,3.9880,1275.584,4856.008,1:24:57.000,11/15/2019 21:13:20
5710,CCCV_Chg,5,2,5,900.600,3.9880,1275.834,4857.005,1:24:58.000,11/15/2019 21:13:21
5711,CCCV_Chg,5,2,5,900.600,3.9880,1276.084,4858.002,1:24:59.000,11/15/2019 21:13:22
5712,CCCV_Chg,5,2,5,900.600,3.9884,1276.335,4858.998,1:25:00.000,11/15/2019 21:13:23
5713,CCCV_Chg,5,2,5,900.600,3.9884,1276.585,4859.995,1:25:01.000,11/15/2019 21:13:24
5714,CCCV_Chg,5,2,5,900.600,3.9884,1276.835,4860.991,1:25:02.000,11/15/2019 21:13:25
5715,CCCV_Chg,5,2,5,900.600,3.9884,1277.086,4861.988,1:25:03.000,11/15/2019 21:13:26
5716,CCCV_Chg,5,2,5,900.600,3.9884,1277.336,4862.984,1:25:04.000,11/15/2019 21:13:27
5717,CCCV_Chg,5,2,5,900.600,3.9887,1277.586,4863.981,1:25:05.000,11/15/2019 21:13:28
5718,CCCV_Chg,5,2,5,900.600,3.9887,1277.837,4864.978,1:25:06.000,11/15/2019 21:13:29
5719,CCCV_Chg,5,2,5,900.600,3.9887,1278.087,4865.974,1:25:07.000,11/15/2019 21:13:30
5720,CCCV_Chg,5,2,5,900.600,3.9887,1278.338,4866.971,1:25:08.000,11/15/2019 21:13:31
5721,CCCV_Chg,5,2,5,900.600,3.9890,1278.588,4867.968,1:25:09.000,11/15/2019 21:13:32
5722,CCCV_Chg,5,2,5,900.600,3.9890,1278.838,4868.964,1:25:10.000,11/15/2019 21:13:33
5723,CCCV_Chg,5,2,5,900.600,3.9890,1279.089,4869.961,1:25:11.000,11/15/2019 21:13:34
5724,CCCV_Chg,5,2,5,900.600,3.9890,1279.339,4870.958,1:25:12.000,11/15/2019 21:13:35
5725,CCCV_Chg,5,2,5,900.600,3.9893,1279.589,4871.955,1:25:13.000,11/15/2019 21:13:36
5726,CCCV_Chg,5,2,5,900.600,3.9893,1279.840,4872.951,1:25:14.000,11/15/2019 21:13:37
5727,CCCV_Chg,5,2,5,900.600,3.9893,1280.090,4873.947,1:25:15.000,11/15/2019 21:13:38
5728,CCCV_Chg,5,2,5,900.600,3.9893,1280.340,4874.943,1:25:16.000,11/15/2019 21:13:39
5729,CCCV_Chg,5,2,5,900.600,3.9893,1280.591,4875.940,1:25:17.000,11/15/2019 21:13:40
5730,CCCV_Chg,5,2,5,900.600,3.9896,1280.841,4876.937,1:25:18.000,11/15/2019 21:13:41
5731,CCCV_Chg,5,2,5,900.600,3.9896,1281.091,4877.933,1:25:19.000,11/15/2019 21:13:42
5732,CCCV_Chg,5,2,5,900.600,3.9896,1281.342,4878.930,1:25:20.000,11/15/2019 21:13:43
5733,CCCV_Chg,5,2,5,900.600,3.9896,1281.592,4879.927,1:25:21.000,11/15/2019 21:13:44
5734,CCCV_Chg,5,2,5,900.600,3.9899,1281.842,4880.924,1:25:22.000,11/15/2019 21:13:45
5735,CCCV_Chg,5,2,5,900.600,3.9899,1282.092,4881.920,1:25:23.000,11/15/2019 21:13:46
5736,CCCV_Chg,5,2,5,900.600,3.9899,1282.343,4882.916,1:25:24.000,11/15/2019 21:13:47
5737,CCCV_Chg,5,2,5,900.600,3.9899,1282.593,4883.913,1:25:25.000,11/15/2019 21:13:48
5738,CCCV_Chg,5,2,5,900.600,3.9899,1282.844,4884.909,1:25:26.000,11/15/2019 21:13:49
5739,CCCV_Chg,5,2,5,900.600,3.9902,1283.094,4885.906,1:25:27.000,11/15/2019 21:13:50
5740,CCCV_Chg,5,2,5,900.600,3.9902,1283.344,4886.903,1:25:28.000,11/15/2019 21:13:51
5741,CCCV_Chg,5,2,5,900.600,3.9902,1283.595,4887.900,1:25:29.000,11/15/2019 21:13:52
5742,CCCV_Chg,5,2,5,900.600,3.9902,1283.845,4888.896,1:25:30.000,11/15/2019 21:13:53
5743,CCCV_Chg,5,2,5,900.600,3.9905,1284.095,4889.893,1:25:31.000,11/15/2019 21:13:54
5744,CCCV_Chg,5,2,5,900.600,3.9905,1284.346,4890.889,1:25:32.000,11/15/2019 21:13:55
5745,CCCV_Chg,5,2,5,900.600,3.9905,1284.596,4891.886,1:25:33.000,11/15/2019 21:13:56
5746,CCCV_Chg,5,2,5,900.600,3.9905,1284.846,4892.882,1:25:34.000,11/15/2019 21:13:57
5747,CCCV_Chg,5,2,5,900.600,3.9908,1285.097,4893.879,1:25:35.000,11/15/2019 21:13:58
5748,CCCV_Chg,5,2,5,900.600,3.9908,1285.347,4894.876,1:25:36.000,11/15/2019 21:13:59
5749,CCCV_Chg,5,2,5,900.600,3.9908,1285.597,4895.872,1:25:37.000,11/15/2019 21:14:00
5750,CCCV_Chg,5,2,5,900.600,3.9908,1285.848,4896.868,1:25:38.000,11/15/2019 21:14:01
5751,CCCV_Chg,5,2,5,900.600,3.9911,1286.098,4897.865,1:25:39.000,11/15/2019 21:14:02
5752,CCCV_Chg,5,2,5,900.600,3.9911,1286.348,4898.862,1:25:40.000,11/15/2019 21:14:03
5753,CCCV_Chg,5,2,5,900.600,3.9911,1286.599,4899.858,1:25:41.000,11/15/2019 21:14:04
5754,CCCV_Chg,5,2,5,900.600,3.9911,1286.849,4900.855,1:25:42.000,11/15/2019 21:14:05
5755,CCCV_Chg,5,2,5,900.600,3.9915,1287.099,4901.852,1:25:43.000,11/15/2019 21:14:06
5756,CCCV_Chg,5,2,5,900.600,3.9911,1287.350,4902.848,1:25:44.000,11/15/2019 21:14:07
5757,CCCV_Chg,5,2,5,900.600,3.9915,1287.600,4903.845,1:25:45.000,11/15/2019 21:14:08
5758,CCCV_Chg,5,2,5,900.600,3.9915,1287.850,4904.842,1:25:46.000,11/15/2019 21:14:09
5759,CCCV_Chg,5,2,5,900.600,3.9915,1288.101,4905.838,1:25:47.000,11/15/2019 21:14:10
5760,CCCV_Chg,5,2,5,900.600,3.9918,1288.351,4906.835,1:25:48.000,11/15/2019 21:14:11
5761,CCCV_Chg,5,2,5,900.600,3.9918,1288.601,4907.831,1:25:49.000,11/15/2019 21:14:12
5762,CCCV_Chg,5,2,5,900.600,3.9918,1288.852,4908.828,1:25:50.000,11/15/2019 21:14:13
5763,CCCV_Chg,5,2,5,900.600,3.9918,1289.102,4909.824,1:25:51.000,11/15/2019 21:14:14
5764,CCCV_Chg,5,2,5,900.600,3.9921,1289.352,4910.821,1:25:52.000,11/15/2019 21:14:15
5765,CCCV_Chg,5,2,5,900.600,3.9921,1289.603,4911.817,1:25:53.000,11/15/2019 21:14:16
5766,CCCV_Chg,5,2,5,900.600,3.9921,1289.853,4912.814,1:25:54.000,11/15/2019 21:14:17
5767,CCCV_Chg,5,2,5,900.600,3.9921,1290.103,4913.811,1:25:55.000,11/15/2019 21:14:18
5768,CCCV_Chg,5,2,5,900.600,3.9921,1290.354,4914.807,1:25:56.000,11/15/2019 21:14:19
5769,CCCV_Chg,5,2,5,900.600,3.9924,1290.604,4915.804,1:25:57.000,11/15/2019 21:14:20
5770,CCCV_Chg,5,2,5,900.600,3.9924,1290.854,4916.800,1:25:58.000,11/15/2019 21:14:21
5771,CCCV_Chg,5,2,5,900.600,3.9924,1291.105,4917.797,1:25:59.000,11/15/2019 21:14:22
5772,CCCV_Chg,5,2,5,900.600,3.9927,1291.355,4918.794,1:26:00.000,11/15/2019 21:14:23
5773,CCCV_Chg,5,2,5,900.600,3.9927,1291.606,4919.790,1:26:01.000,11/15/2019 21:14:24
5774,CCCV_Chg,5,2,5,900.600,3.9927,1291.856,4920.787,1:26:02.000,11/15/2019 21:14:25
5775,CCCV_Chg,5,2,5,900.600,3.9927,1292.106,4921.783,1:26:03.000,11/15/2019 21:14:26
5776,CCCV_Chg,5,2,5,900.600,3.9927,1292.357,4922.780,1:26:04.000,11/15/2019 21:14:27
5777,CCCV_Chg,5,2,5,900.600,3.9930,1292.607,4923.777,1:26:05.000,11/15/2019 21:14:28
5778,CCCV_Chg,5,2,5,900.600,3.9930,1292.857,4924.773,1:26:06.000,11/15/2019 21:14:29
5779,CCCV_Chg,5,2,5,900.600,3.9930,1293.108,4925.770,1:26:07.000,11/15/2019 21:14:30
5780,CCCV_Chg,5,2,5,900.600,3.9930,1293.358,4926.767,1:26:08.000,11/15/2019 21:14:31
5781,CCCV_Chg,5,2,5,900.600,3.9933,1293.608,4927.767,1:26:09.000,11/15/2019 21:14:32
5782,CCCV_Chg,5,2,5,900.600,3.9933,1293.858,4928.768,1:26:10.000,11/15/2019 21:14:33
5783,CCCV_Chg,5,2,5,900.600,3.9933,1294.109,4929.769,1:26:11.000,11/15/2019 21:14:34
5784,CCCV_Chg,5,2,5,900.600,3.9933,1294.359,4930.771,1:26:12.000,11/15/2019 21:14:35
5785,CCCV_Chg,5,2,5,900.600,3.9936,1294.609,4931.772,1:26:13.000,11/15/2019 21:14:36
5786,CCCV_Chg,5,2,5,900.600,3.9936,1294.860,4932.773,1:26:14.000,11/15/2019 21:14:37
5787,CCCV_Chg,5,2,5,900.600,3.9936,1295.110,4933.774,1:26:15.000,11/15/2019 21:14:38
5788,CCCV_Chg,5,2,5,900.600,3.9936,1295.361,4934.776,1:26:16.000,11/15/2019 21:14:39
5789,CCCV_Chg,5,2,5,900.600,3.9939,1295.611,4935.777,1:26:17.000,11/15/2019 21:14:40
5790,CCCV_Chg,5,2,5,900.600,3.9939,1295.861,4936.778,1:26:18.000,11/15/2019 21:14:41
5791,CCCV_Chg,5,2,5,900.600,3.9939,1296.112,4937.780,1:26:19.000,11/15/2019 21:14:42
5792,CCCV_Chg,5,2,5,900.600,3.9939,1296.362,4938.782,1:26:20.000,11/15/2019 21:14:43
5793,CCCV_Chg,5,2,5,901.000,3.9946,1296.612,4939.782,1:26:21.000,11/15/2019 21:14:44
5794,CCCV_Chg,5,2,5,900.600,3.9946,1296.863,4940.784,1:26:22.000,11/15/2019 21:14:45
5795,CCCV_Chg,5,2,5,900.600,3.9946,1297.113,4941.786,1:26:23.000,11/15/2019 21:14:46
5796,CCCV_Chg,5,2,5,900.600,3.9946,1297.363,4942.787,1:26:24.000,11/15/2019 21:14:47
5797,CCCV_Chg,5,2,5,900.600,3.9946,1297.614,4943.788,1:26:25.000,11/15/2019 21:14:48
5798,CCCV_Chg,5,2,5,900.600,3.9949,1297.864,4944.789,1:26:26.000,11/15/2019 21:14:49
5799,CCCV_Chg,5,2,5,900.600,3.9949,1298.114,4945.791,1:26:27.000,11/15/2019 21:14:50
5800,CCCV_Chg,5,2,5,900.600,3.9949,1298.365,4946.792,1:26:28.000,11/15/2019 21:14:51
5801,CCCV_Chg,5,2,5,900.600,3.9952,1298.615,4947.793,1:26:29.000,11/15/2019 21:14:52
5802,CCCV_Chg,5,2,5,900.600,3.9952,1298.865,4948.795,1:26:30.000,11/15/2019 21:14:53
5803,CCCV_Chg,5,2,5,900.600,3.9952,1299.116,4949.796,1:26:31.000,11/15/2019 21:14:54
5804,CCCV_Chg,5,2,5,900.600,3.9952,1299.366,4950.798,1:26:32.000,11/15/2019 21:14:55
5805,CCCV_Chg,5,2,5,900.600,3.9952,1299.616,4951.799,1:26:33.000,11/15/2019 21:14:56
5806,CCCV_Chg,5,2,5,900.600,3.9955,1299.867,4952.800,1:26:34.000,11/15/2019 21:14:57
5807,CCCV_Chg,5,2,5,900.600,3.9955,1300.117,4953.802,1:26:35.000,11/15/2019 21:14:58
5808,CCCV_Chg,5,2,5,900.600,3.9955,1300.367,4954.804,1:26:36.000,11/15/2019 21:14:59
5809,CCCV_Chg,5,2,5,900.600,3.9955,1300.618,4955.804,1:26:37.000,11/15/2019 21:15:00
5810,CCCV_Chg,5,2,5,900.600,3.9958,1300.868,4956.805,1:26:38.000,11/15/2019 21:15:01
5811,CCCV_Chg,5,2,5,900.600,3.9958,1301.118,4957.807,1:26:39.000,11/15/2019 21:15:02
5812,CCCV_Chg,5,2,5,900.600,3.9958,1301.369,4958.808,1:26:40.000,11/15/2019 21:15:03
5813,CCCV_Chg,5,2,5,900.600,3.9958,1301.619,4959.809,1:26:41.000,11/15/2019 21:15:04
5814,CCCV_Chg,5,2,5,900.600,3.9961,1301.869,4960.811,1:26:42.000,11/15/2019 21:15:05
5815,CCCV_Chg,5,2,5,900.600,3.9961,1302.120,4961.813,1:26:43.000,11/15/2019 21:15:06
5816,CCCV_Chg,5,2,5,900.600,3.9961,1302.370,4962.813,1:26:44.000,11/15/2019 21:15:07
5817,CCCV_Chg,5,2,5,900.600,3.9961,1302.620,4963.815,1:26:45.000,11/15/2019 21:15:08
5818,CCCV_Chg,5,2,5,900.600,3.9964,1302.871,4964.817,1:26:46.000,11/15/2019 21:15:09
5819,CCCV_Chg,5,2,5,900.600,3.9964,1303.121,4965.818,1:26:47.000,11/15/2019 21:15:10
5820,CCCV_Chg,5,2,5,900.600,3.9964,1303.371,4966.819,1:26:48.000,11/15/2019 21:15:11
5821,CCCV_Chg,5,2,5,900.600,3.9964,1303.622,4967.820,1:26:49.000,11/15/2019 21:15:12
5822,CCCV_Chg,5,2,5,900.600,3.9967,1303.872,4968.822,1:26:50.000,11/15/2019 21:15:13
5823,CCCV_Chg,5,2,5,900.600,3.9967,1304.122,4969.823,1:26:51.000,11/15/2019 21:15:14
5824,CCCV_Chg,5,2,5,900.600,3.9967,1304.373,4970.824,1:26:52.000,11/15/2019 21:15:15
5825,CCCV_Chg,5,2,5,900.600,3.9967,1304.623,4971.826,1:26:53.000,11/15/2019 21:15:16
5826,CCCV_Chg,5,2,5,900.600,3.9967,1304.873,4972.828,1:26:54.000,11/15/2019 21:15:17
5827,CCCV_Chg,5,2,5,900.600,3.9970,1305.124,4973.829,1:26:55.000,11/15/2019 21:15:18
5828,CCCV_Chg,5,2,5,900.600,3.9970,1305.374,4974.830,1:26:56.000,11/15/2019 21:15:19
5829,CCCV_Chg,5,2,5,900.600,3.9970,1305.624,4975.832,1:26:57.000,11/15/2019 21:15:20
5830,CCCV_Chg,5,2,5,900.600,3.9970,1305.875,4976.833,1:26:58.000,11/15/2019 21:15:21
5831,CCCV_Chg,5,2,5,900.600,3.9973,1306.125,4977.835,1:26:59.000,11/15/2019 21:15:22
5832,CCCV_Chg,5,2,5,900.600,3.9973,1306.375,4978.836,1:27:00.000,11/15/2019 21:15:23
5833,CCCV_Chg,5,2,5,900.600,3.9973,1306.626,4979.836,1:27:01.000,11/15/2019 21:15:24
5834,CCCV_Chg,5,2,5,900.600,3.9977,1306.876,4980.838,1:27:02.000,11/15/2019 21:15:25
5835,CCCV_Chg,5,2,5,900.600,3.9977,1307.127,4981.840,1:27:03.000,11/15/2019 21:15:26
5836,CCCV_Chg,5,2,5,900.600,3.9977,1307.377,4982.841,1:27:04.000,11/15/2019 21:15:27
5837,CCCV_Chg,5,2,5,900.600,3.9977,1307.627,4983.842,1:27:05.000,11/15/2019 21:15:28
5838,CCCV_Chg,5,2,5,900.600,3.9977,1307.878,4984.844,1:27:06.000,11/15/2019 21:15:29
5839,CCCV_Chg,5,2,5,900.600,3.9980,1308.128,4985.845,1:27:07.000,11/15/2019 21:15:30
5840,CCCV_Chg,5,2,5,900.600,3.9980,1308.378,4986.846,1:27:08.000,11/15/2019 21:15:31
5841,CCCV_Chg,5,2,5,900.600,3.9980,1308.629,4987.848,1:27:09.000,11/15/2019 21:15:32
5842,CCCV_Chg,5,2,5,900.600,3.9980,1308.879,4988.849,1:27:10.000,11/15/2019 21:15:33
5843,CCCV_Chg,5,2,5,900.600,3.9983,1309.129,4989.850,1:27:11.000,11/15/2019 21:15:34
5844,CCCV_Chg,5,2,5,900.600,3.9983,1309.380,4990.852,1:27:12.000,11/15/2019 21:15:35
5845,CCCV_Chg,5,2,5,901.000,3.9983,1309.630,4991.853,1:27:13.000,11/15/2019 21:15:36
5846,CCCV_Chg,5,2,5,900.600,3.9983,1309.880,4992.855,1:27:14.000,11/15/2019 21:15:37
5847,CCCV_Chg,5,2,5,900.600,3.9986,1310.131,4993.856,1:27:15.000,11/15/2019 21:15:38
5848,CCCV_Chg,5,2,5,900.600,3.9986,1310.381,4994.857,1:27:16.000,11/15/2019 21:15:39
5849,CCCV_Chg,5,2,5,900.600,3.9986,1310.631,4995.859,1:27:17.000,11/15/2019 21:15:40
5850,CCCV_Chg,5,2,5,900.600,3.9986,1310.882,4996.860,1:27:18.000,11/15/2019 21:15:41
5851,CCCV_Chg,5,2,5,900.600,3.9989,1311.132,4997.861,1:27:19.000,11/15/2019 21:15:42
5852,CCCV_Chg,5,2,5,900.600,3.9989,1311.382,4998.863,1:27:20.000,11/15/2019 21:15:43
5853,CCCV_Chg,5,2,5,900.600,3.9989,1311.633,4999.864,1:27:21.000,11/15/2019 21:15:44
5854,CCCV_Chg,5,2,5,901.000,3.9989,1311.883,5000.866,1:27:22.000,11/15/2019 21:15:45
5855,CCCV_Chg,5,2,5,900.600,3.9992,1312.133,5001.867,1:27:23.000,11/15/2019 21:15:46
5856,CCCV_Chg,5,2,5,900.600,3.9992,1312.384,5002.868,1:27:24.000,11/15/2019 21:15:47
5857,CCCV_Chg,5,2,5,900.600,3.9992,1312.634,5003.869,1:27:25.000,11/15/2019 21:15:48
5858,CCCV_Chg,5,2,5,900.600,3.9992,1312.884,5004.871,1:27:26.000,11/15/2019 21:15:49
5859,CCCV_Chg,5,2,5,900.600,3.9992,1313.135,5005.872,1:27:27.000,11/15/2019 21:15:50
5860,CCCV_Chg,5,2,5,900.600,3.9995,1313.385,5006.873,1:27:28.000,11/15/2019 21:15:51
5861,CCCV_Chg,5,2,5,900.600,3.9995,1313.635,5007.875,1:27:29.000,11/15/2019 21:15:52
5862,CCCV_Chg,5,2,5,900.600,3.9995,1313.886,5008.876,1:27:30.000,11/15/2019 21:15:53
5863,CCCV_Chg,5,2,5,901.000,3.9998,1314.136,5009.878,1:27:31.000,11/15/2019 21:15:54
5864,CCCV_Chg,5,2,5,901.000,3.9998,1314.386,5010.879,1:27:32.000,11/15/2019 21:15:55
5865,CCCV_Chg,5,2,5,900.600,3.9998,1314.637,5011.880,1:27:33.000,11/15/2019 21:15:56
5866,CCCV_Chg,5,2,5,900.600,3.9998,1314.887,5012.882,1:27:34.000,11/15/2019 21:15:57
5867,CCCV_Chg,5,2,5,900.600,3.9998,1315.137,5013.883,1:27:35.000,11/15/2019 21:15:58
5868,CCCV_Chg,5,2,5,900.600,4.0001,1315.388,5014.884,1:27:36.000,11/15/2019 21:15:59
5869,CCCV_Chg,5,2,5,900.600,4.0001,1315.638,5015.886,1:27:37.000,11/15/2019 21:16:00
5870,CCCV_Chg,5,2,5,900.600,4.0001,1315.888,5016.887,1:27:38.000,11/15/2019 21:16:01
5871,CCCV_Chg,5,2,5,900.600,4.0001,1316.139,5017.888,1:27:39.000,11/15/2019 21:16:02
5872,CCCV_Chg,5,2,5,900.600,4.0004,1316.389,5018.890,1:27:40.000,11/15/2019 21:16:03
5873,CCCV_Chg,5,2,5,900.600,4.0004,1316.639,5019.892,1:27:41.000,11/15/2019 21:16:04
5874,CCCV_Chg,5,2,5,900.600,4.0004,1316.890,5020.892,1:27:42.000,11/15/2019 21:16:05
5875,CCCV_Chg,5,2,5,901.000,4.0004,1317.140,5021.894,1:27:43.000,11/15/2019 21:16:06
5876,CCCV_Chg,5,2,5,901.000,4.0008,1317.390,5022.896,1:27:44.000,11/15/2019 21:16:07
5877,CCCV_Chg,5,2,5,901.000,4.0008,1317.641,5023.897,1:27:45.000,11/15/2019 21:16:08
5878,CCCV_Chg,5,2,5,901.000,4.0008,1317.891,5024.898,1:27:46.000,11/15/2019 21:16:09
5879,CCCV_Chg,5,2,5,901.000,4.0008,1318.141,5025.900,1:27:47.000,11/15/2019 21:16:10
5880,CCCV_Chg,5,2,5,900.600,4.0011,1318.392,5026.900,1:27:48.000,11/15/2019 21:16:11
5881,CCCV_Chg,5,2,5,900.600,4.0011,1318.642,5027.902,1:27:49.000,11/15/2019 21:16:12
5882,CCCV_Chg,5,2,5,900.600,4.0011,1318.892,5028.903,1:27:50.000,11/15/2019 21:16:13
5883,CCCV_Chg,5,2,5,900.200,4.0011,1319.143,5029.905,1:27:51.000,11/15/2019 21:16:14
5884,CCCV_Chg,5,2,5,900.200,4.0014,1319.393,5030.906,1:27:52.000,11/15/2019 21:16:15
5885,CCCV_Chg,5,2,5,900.200,4.0014,1319.644,5031.908,1:27:53.000,11/15/2019 21:16:16
5886,CCCV_Chg,5,2,5,900.600,4.0014,1319.894,5032.909,1:27:54.000,11/15/2019 21:16:17
5887,CCCV_Chg,5,2,5,900.600,4.0014,1320.144,5033.910,1:27:55.000,11/15/2019 21:16:18
5888,CCCV_Chg,5,2,5,900.600,4.0017,1320.395,5034.912,1:27:56.000,11/15/2019 21:16:19
5889,CCCV_Chg,5,2,5,900.600,4.0017,1320.645,5035.913,1:27:57.000,11/15/2019 21:16:20
5890,CCCV_Chg,5,2,5,900.600,4.0017,1320.895,5036.915,1:27:58.000,11/15/2019 21:16:21
